"","V1"
"_WilliamJClinton_1_45",3
"_WilliamJClinton_1_46",4
"_WilliamJClinton_1_47",1
"_WilliamJClinton_1_48",9
"_WilliamJClinton_1_49",9
"_WilliamJClinton_1_50",9
"_WilliamJClinton_1_51",3
"_WilliamJClinton_1_52",3
"_WilliamJClinton_1_53",4
"_WilliamJClinton_1_54",6
"_WilliamJClinton_1_55",6
"_WilliamJClinton_1_56",4
"_WilliamJClinton_1_57",4
"_WilliamJClinton_1_58",9
"_WilliamJClinton_1_59",9
"_WilliamJClinton_1_60",9
"_WilliamJClinton_1_61",9
"_WilliamJClinton_1_62",9
"_WilliamJClinton_1_63",9
"_WilliamJClinton_1_64",9
"_WilliamJClinton_1_65",9
"_WilliamJClinton_1_66",9
"_WilliamJClinton_1_67",9
"_WilliamJClinton_1_68",9
"_WilliamJClinton_1_69",9
"_WilliamJClinton_1_70",14
"_WilliamJClinton_1_71",14
"_WilliamJClinton_1_72",9
"_WilliamJClinton_1_73",9
"_WilliamJClinton_1_74",9
"_WilliamJClinton_1_75",9
"_WilliamJClinton_1_76",9
"_WilliamJClinton_1_77",8
"_WilliamJClinton_1_78",8
"_WilliamJClinton_1_79",6
"_WilliamJClinton_1_80",8
"_WilliamJClinton_1_81",8
"_WilliamJClinton_1_82",4
"_WilliamJClinton_1_83",8
"_WilliamJClinton_1_84",8
"_WilliamJClinton_1_85",4
"_WilliamJClinton_1_86",9
"_WilliamJClinton_1_87",9
"_WilliamJClinton_1_88",15
"_WilliamJClinton_1_89",4
"_WilliamJClinton_1_90",9
"_WilliamJClinton_1_91",9
"_WilliamJClinton_1_92",9
"_WilliamJClinton_1_93",9
"_WilliamJClinton_1_94",9
"_WilliamJClinton_1_95",9
"_WilliamJClinton_1_96",9
"_WilliamJClinton_1_97",9
"_WilliamJClinton_1_98",8
"_WilliamJClinton_1_99",8
"_WilliamJClinton_1_100",4
"_WilliamJClinton_1_101",8
"_WilliamJClinton_2_2",9
"_WilliamJClinton_2_3",9
"_WilliamJClinton_2_4",9
"_WilliamJClinton_2_5",9
"_WilliamJClinton_2_6",9
"_WilliamJClinton_2_7",9
"_WilliamJClinton_2_8",9
"_WilliamJClinton_2_9",9
"_WilliamJClinton_2_10",9
"_WilliamJClinton_2_11",11
"_WilliamJClinton_2_12",9
"_WilliamJClinton_2_13",1
"_WilliamJClinton_2_14",6
"_WilliamJClinton_2_15",8
"_WilliamJClinton_2_16",8
"_WilliamJClinton_2_17",8
"_WilliamJClinton_2_18",9
"_WilliamJClinton_2_19",9
"_WilliamJClinton_2_20",4
"_WilliamJClinton_2_21",4
"_WilliamJClinton_2_22",4
"_WilliamJClinton_2_23",4
"_WilliamJClinton_2_24",8
"_WilliamJClinton_2_25",9
"_WilliamJClinton_2_26",9
"_WilliamJClinton_2_27",9
"_WilliamJClinton_2_28",9
"_WilliamJClinton_2_29",8
"_WilliamJClinton_2_30",9
"_WilliamJClinton_2_31",4
"_WilliamJClinton_2_32",9
"_WilliamJClinton_2_33",9
"_WilliamJClinton_2_34",4
"_WilliamJClinton_2_35",4
"_WilliamJClinton_2_36",4
"_WilliamJClinton_2_37",15
"_WilliamJClinton_2_38",15
"_WilliamJClinton_2_39",15
"_WilliamJClinton_2_40",9
"_WilliamJClinton_2_41",9
"_WilliamJClinton_2_42",13
"_WilliamJClinton_2_43",13
"_WilliamJClinton_2_44",13
"_WilliamJClinton_2_45",8
"_WilliamJClinton_2_46",4
"_WilliamJClinton_2_47",4
"_WilliamJClinton_2_48",4
"_WilliamJClinton_2_49",15
"_WilliamJClinton_2_50",15
"_WilliamJClinton_2_51",3
"_WilliamJClinton_2_52",4
"_WilliamJClinton_2_53",9
"_WilliamJClinton_2_54",9
"_WilliamJClinton_2_55",9
"_WilliamJClinton_2_56",4
"_WilliamJClinton_2_57",8
"_WilliamJClinton_2_58",8
"_WilliamJClinton_2_59",9
"_WilliamJClinton_2_60",9
"_WilliamJClinton_2_61",9
"_WilliamJClinton_2_62",9
"_WilliamJClinton_2_63",9
"_WilliamJClinton_2_64",9
"_WilliamJClinton_2_65",9
"_WilliamJClinton_2_66",9
"_WilliamJClinton_2_67",9
"_WilliamJClinton_2_68",9
"_WilliamJClinton_2_69",4
"_WilliamJClinton_2_70",13
"_WilliamJClinton_2_71",4
"_WilliamJClinton_2_72",4
"_WilliamJClinton_2_73",4
"_WilliamJClinton_2_74",4
"_WilliamJClinton_2_75",4
"_WilliamJClinton_2_76",4
"_WilliamJClinton_2_77",4
"_WilliamJClinton_2_78",4
"_WilliamJClinton_2_79",1
"_WilliamJClinton_2_80",9
"_WilliamJClinton_2_81",9
"_WilliamJClinton_2_82",9
"_WilliamJClinton_2_83",9
"_WilliamJClinton_2_84",9
"_WilliamJClinton_2_85",3
"_WilliamJClinton_2_86",1
"_WilliamJClinton_2_87",9
"_WilliamJClinton_2_88",9
"_WilliamJClinton_2_89",9
"_WilliamJClinton_2_90",9
"_WilliamJClinton_2_91",1
"_WilliamJClinton_2_92",9
"_WilliamJClinton_2_93",9
"_WilliamJClinton_2_94",10
"_WilliamJClinton_2_95",6
"_WilliamJClinton_2_96",15
"_WilliamJClinton_2_97",9
"_WilliamJClinton_2_98",9
"_WilliamJClinton_2_99",1
"_WilliamJClinton_2_100",1
"_WilliamJClinton_2_101",8
"_WilliamJClinton_2_102",8
"_WilliamJClinton_2_103",8
"_WilliamJClinton_2_104",8
"_WilliamJClinton_2_105",9
"_WilliamJClinton_2_106",9
"_WilliamJClinton_2_107",9
"_WilliamJClinton_2_108",9
"_WilliamJClinton_2_109",9
"_WilliamJClinton_2_110",9
"_GeorgeWBush_1_2",8
"_GeorgeWBush_1_3",8
"_GeorgeWBush_1_4",8
"_GeorgeWBush_1_5",8
"_GeorgeWBush_1_6",8
"_GeorgeWBush_1_7",9
"_GeorgeWBush_1_8",9
"_GeorgeWBush_1_9",9
"_GeorgeWBush_1_10",9
"_GeorgeWBush_1_11",9
"_GeorgeWBush_1_12",8
"_GeorgeWBush_1_13",3
"_GeorgeWBush_1_14",1
"_GeorgeWBush_1_15",1
"_GeorgeWBush_1_16",1
"_GeorgeWBush_1_17",1
"_GeorgeWBush_1_18",8
"_GeorgeWBush_1_19",2
"_GeorgeWBush_1_20",3
"_GeorgeWBush_1_21",9
"_GeorgeWBush_1_22",14
"_GeorgeWBush_1_23",8
"_GeorgeWBush_1_24",5
"_GeorgeWBush_1_25",13
"_GeorgeWBush_1_26",4
"_GeorgeWBush_1_27",13
"_GeorgeWBush_1_28",13
"_GeorgeWBush_1_29",9
"_GeorgeWBush_1_30",9
"_GeorgeWBush_1_31",6
"_GeorgeWBush_1_32",3
"_GeorgeWBush_1_33",13
"_GeorgeWBush_1_34",13
"_GeorgeWBush_1_35",1
"_GeorgeWBush_1_36",3
"_GeorgeWBush_1_37",9
"_GeorgeWBush_1_38",3
"_GeorgeWBush_1_39",1
"_GeorgeWBush_1_40",14
"_GeorgeWBush_1_41",4
"_GeorgeWBush_1_42",9
"_GeorgeWBush_1_43",8
"_GeorgeWBush_1_44",8
"_GeorgeWBush_1_45",9
"_GeorgeWBush_1_46",3
"_GeorgeWBush_1_47",4
"_GeorgeWBush_1_48",4
"_GeorgeWBush_1_49",4
"_GeorgeWBush_1_50",9
"_GeorgeWBush_1_51",9
"_GeorgeWBush_1_52",3
"_GeorgeWBush_1_53",3
"_GeorgeWBush_1_54",1
"_GeorgeWBush_1_55",9
"_GeorgeWBush_1_56",1
"_GeorgeWBush_1_57",1
"_GeorgeWBush_1_58",1
"_GeorgeWBush_1_59",2
"_GeorgeWBush_1_60",1
"_GeorgeWBush_1_61",1
"_GeorgeWBush_1_62",1
"_GeorgeWBush_1_63",6
"_GeorgeWBush_1_64",9
"_GeorgeWBush_1_65",4
"_GeorgeWBush_1_66",4
"_GeorgeWBush_1_67",4
"_GeorgeWBush_1_68",4
"_GeorgeWBush_1_69",4
"_GeorgeWBush_1_70",4
"_GeorgeWBush_1_71",4
"_GeorgeWBush_1_72",9
"_GeorgeWBush_1_73",9
"_GeorgeWBush_1_74",1
"_GeorgeWBush_1_75",3
"_GeorgeWBush_1_76",1
"_GeorgeWBush_1_77",1
"_GeorgeWBush_1_78",4
"_GeorgeWBush_1_79",1
"_GeorgeWBush_1_80",4
"_GeorgeWBush_1_81",3
"_GeorgeWBush_1_82",13
"_GeorgeWBush_1_83",4
"_GeorgeWBush_1_84",4
"_GeorgeWBush_1_85",4
"_GeorgeWBush_1_86",12
"_GeorgeWBush_1_87",8
"_GeorgeWBush_1_88",13
"_GeorgeWBush_1_89",1
"_GeorgeWBush_1_90",6
"_GeorgeWBush_1_91",1
"_GeorgeWBush_1_92",8
"_GeorgeWBush_1_93",8
"_GeorgeWBush_1_94",8
"_GeorgeWBush_1_95",8
"_GeorgeWBush_1_96",8
"_GeorgeWBush_1_97",8
"_GeorgeWBush_1_98",5
"_GeorgeWBush_1_99",3
"_GeorgeWBush_1_100",1
"_GeorgeWBush_1_101",13
"_GeorgeWBush_2_2",8
"_GeorgeWBush_2_3",8
"_GeorgeWBush_2_4",8
"_GeorgeWBush_2_5",8
"_GeorgeWBush_2_6",9
"_GeorgeWBush_2_7",1
"_GeorgeWBush_2_8",1
"_GeorgeWBush_2_9",1
"_GeorgeWBush_2_10",1
"_GeorgeWBush_2_11",1
"_GeorgeWBush_2_12",1
"_GeorgeWBush_2_13",1
"_GeorgeWBush_2_14",9
"_GeorgeWBush_2_15",14
"_GeorgeWBush_2_16",8
"_GeorgeWBush_2_17",14
"_GeorgeWBush_2_18",14
"_GeorgeWBush_2_19",11
"_GeorgeWBush_2_20",11
"_GeorgeWBush_2_21",13
"_GeorgeWBush_2_22",3
"_GeorgeWBush_2_23",4
"_GeorgeWBush_2_24",4
"_GeorgeWBush_2_25",2
"_GeorgeWBush_2_26",2
"_GeorgeWBush_2_27",5
"_GeorgeWBush_2_28",1
"_GeorgeWBush_2_29",1
"_GeorgeWBush_2_30",1
"_GeorgeWBush_2_31",1
"_GeorgeWBush_2_32",3
"_GeorgeWBush_2_33",1
"_GeorgeWBush_2_34",1
"_GeorgeWBush_2_35",1
"_GeorgeWBush_2_36",1
"_GeorgeWBush_2_37",1
"_GeorgeWBush_2_38",1
"_GeorgeWBush_2_39",1
"_GeorgeWBush_2_40",2
"_GeorgeWBush_2_41",9
"_GeorgeWBush_2_42",3
"_GeorgeWBush_2_43",1
"_GeorgeWBush_2_44",1
"_GeorgeWBush_2_45",1
"_GeorgeWBush_2_46",1
"_GeorgeWBush_2_47",1
"_GeorgeWBush_2_48",14
"_GeorgeWBush_2_49",5
"_GeorgeWBush_2_50",1
"_GeorgeWBush_2_51",14
"_GeorgeWBush_2_52",9
"_GeorgeWBush_2_53",9
"_GeorgeWBush_2_54",8
"_GeorgeWBush_2_55",13
"_GeorgeWBush_2_56",4
"_GeorgeWBush_2_57",4
"_GeorgeWBush_2_58",1
"_GeorgeWBush_2_59",3
"_GeorgeWBush_2_60",9
"_GeorgeWBush_2_61",4
"_GeorgeWBush_2_62",4
"_GeorgeWBush_2_63",4
"_GeorgeWBush_2_64",8
"_GeorgeWBush_2_65",8
"_GeorgeWBush_2_66",1
"_GeorgeWBush_2_67",1
"_GeorgeWBush_2_68",1
"_GeorgeWBush_2_69",9
"_GeorgeWBush_2_70",9
"_GeorgeWBush_2_71",9
"_GeorgeWBush_2_72",4
"_GeorgeWBush_2_73",13
"_GeorgeWBush_2_74",4
"_GeorgeWBush_2_75",4
"_GeorgeWBush_2_76",1
"_GeorgeWBush_2_77",1
"_GeorgeWBush_2_78",1
"_GeorgeWBush_2_79",9
"_GeorgeWBush_2_80",9
"_GeorgeWBush_2_81",9
"_GeorgeWBush_2_82",1
"_GeorgeWBush_2_83",4
"_GeorgeWBush_2_84",4
"_GeorgeWBush_2_85",4
"_GeorgeWBush_2_86",8
"_GeorgeWBush_2_87",2
"_GeorgeWBush_2_88",9
"_GeorgeWBush_2_89",3
"_GeorgeWBush_2_90",9
"_GeorgeWBush_2_91",9
"_GeorgeWBush_2_92",9
"_GeorgeWBush_2_93",1
"_GeorgeWBush_2_94",1
"_GeorgeWBush_2_95",1
"_GeorgeWBush_2_96",1
"_GeorgeWBush_2_97",1
"_GeorgeWBush_2_98",1
"_GeorgeWBush_2_99",8
"_GeorgeWBush_2_100",8
"_GeorgeWBush_2_101",9
"_GeorgeWBush_2_102",9
"_BarackObama_1_2",8
"_BarackObama_1_3",8
"_BarackObama_1_4",8
"_BarackObama_1_5",8
"_BarackObama_1_6",8
"_BarackObama_1_7",9
"_BarackObama_1_8",9
"_BarackObama_1_9",9
"_BarackObama_1_10",9
"_BarackObama_1_11",1
"_BarackObama_1_12",4
"_BarackObama_1_13",4
"_BarackObama_1_14",4
"_BarackObama_1_15",14
"_BarackObama_1_16",6
"_BarackObama_1_17",9
"_BarackObama_1_18",9
"_BarackObama_1_19",8
"_BarackObama_1_20",3
"_BarackObama_1_21",3
"_BarackObama_1_22",1
"_BarackObama_1_23",8
"_BarackObama_1_24",9
"_BarackObama_1_25",9
"_BarackObama_1_26",9
"_BarackObama_1_27",3
"_BarackObama_1_28",6
"_BarackObama_1_29",1
"_BarackObama_1_30",1
"_BarackObama_1_31",1
"_BarackObama_1_32",4
"_BarackObama_1_33",4
"_BarackObama_1_34",4
"_BarackObama_1_35",4
"_BarackObama_1_36",2
"_BarackObama_1_37",4
"_BarackObama_1_38",6
"_BarackObama_1_39",8
"_BarackObama_1_40",8
"_BarackObama_1_41",8
"_BarackObama_1_42",15
"_BarackObama_1_43",4
"_BarackObama_1_44",9
"_BarackObama_1_45",9
"_BarackObama_1_46",9
"_BarackObama_1_47",9
"_BarackObama_1_48",3
"_BarackObama_1_49",1
"_BarackObama_1_50",3
"_BarackObama_1_51",1
"_BarackObama_1_52",1
"_BarackObama_1_53",1
"_BarackObama_1_54",11
"_BarackObama_1_55",4
"_BarackObama_1_56",4
"_BarackObama_1_57",4
"_BarackObama_1_58",12
"_BarackObama_1_59",12
"_BarackObama_1_60",12
"_BarackObama_1_61",1
"_BarackObama_1_62",1
"_BarackObama_1_63",13
"_BarackObama_1_64",13
"_BarackObama_1_65",13
"_BarackObama_1_66",1
"_BarackObama_1_67",1
"_BarackObama_1_68",9
"_BarackObama_1_69",9
"_BarackObama_1_70",15
"_BarackObama_1_71",15
"_BarackObama_1_72",11
"_BarackObama_1_73",14
"_BarackObama_1_74",9
"_BarackObama_1_75",4
"_BarackObama_1_76",4
"_BarackObama_1_77",1
"_BarackObama_1_78",3
"_BarackObama_1_79",3
"_BarackObama_1_80",3
"_BarackObama_1_81",9
"_BarackObama_1_82",9
"_BarackObama_1_83",9
"_BarackObama_1_84",9
"_BarackObama_1_85",9
"_BarackObama_1_86",1
"_BarackObama_1_87",1
"_BarackObama_1_88",1
"_BarackObama_1_89",4
"_BarackObama_1_90",4
"_BarackObama_1_91",4
"_BarackObama_1_92",3
"_BarackObama_1_93",6
"_BarackObama_1_94",8
"_BarackObama_1_95",4
"_BarackObama_1_96",4
"_BarackObama_1_97",9
"_BarackObama_1_98",9
"_BarackObama_1_99",9
"_BarackObama_1_100",4
"_BarackObama_1_101",8
"_BarackObama_1_102",9
"_BarackObama_1_103",9
"_BarackObama_1_104",6
"_BarackObama_1_105",5
"_BarackObama_1_106",2
"_BarackObama_1_107",8
"_BarackObama_1_108",8
"_BarackObama_1_109",8
"_BarackObama_1_110",11
"_BarackObama_1_111",11
"_BarackObama_1_112",5
"_BarackObama_1_113",6
"_BarackObama_1_114",6
"_BarackObama_1_116",9
"_BarackObama_1_118",9
"_BarackObama_1_119",9
"_BarackObama_1_120",9
"_BarackObama_1_121",9
"_BarackObama_1_122",9
"_BarackObama_1_123",8
"_BarackObama_1_124",8
"_BarackObama_2_2",8
"_BarackObama_2_3",8
"_BarackObama_2_4",8
"_BarackObama_2_5",8
"_BarackObama_2_6",8
"_BarackObama_2_7",1
"_BarackObama_2_8",1
"_BarackObama_2_9",8
"_BarackObama_2_10",8
"_BarackObama_2_11",8
"_BarackObama_2_12",1
"_BarackObama_2_13",1
"_BarackObama_2_14",15
"_BarackObama_2_15",1
"_BarackObama_2_16",9
"_BarackObama_2_17",9
"_BarackObama_2_18",9
"_BarackObama_2_19",4
"_BarackObama_2_20",9
"_BarackObama_2_21",4
"_BarackObama_2_22",3
"_BarackObama_2_23",9
"_BarackObama_2_24",9
"_BarackObama_2_25",9
"_BarackObama_2_26",9
"_BarackObama_2_27",9
"_BarackObama_2_28",9
"_BarackObama_2_29",9
"_BarackObama_2_30",9
"_BarackObama_2_31",9
"_BarackObama_2_32",9
"_BarackObama_2_33",9
"_BarackObama_2_34",8
"_BarackObama_2_35",3
"_BarackObama_2_36",3
"_BarackObama_2_37",1
"_BarackObama_2_38",3
"_BarackObama_2_39",1
"_BarackObama_2_40",1
"_BarackObama_2_41",1
"_BarackObama_2_42",4
"_BarackObama_2_43",4
"_BarackObama_2_44",4
"_BarackObama_2_45",3
"_BarackObama_2_46",3
"_BarackObama_2_47",4
"_BarackObama_2_48",3
"_BarackObama_2_49",4
"_BarackObama_2_50",9
"_BarackObama_2_51",4
"_BarackObama_2_52",3
"_BarackObama_2_53",4
"_BarackObama_2_54",3
"_BarackObama_2_55",3
"_BarackObama_2_56",3
"_BarackObama_2_57",8
"_BarackObama_2_58",1
"_BarackObama_2_59",3
"_BarackObama_2_60",3
"_BarackObama_2_61",4
"_BarackObama_2_62",4
"_BarackObama_2_63",3
"_BarackObama_2_64",3
"_BarackObama_2_65",1
"_BarackObama_2_66",1
"_BarackObama_2_67",1
"_BarackObama_2_68",3
"_BarackObama_2_69",3
"_BarackObama_2_70",3
"_BarackObama_2_71",9
"_BarackObama_2_72",9
"_BarackObama_2_73",9
"_BarackObama_2_74",9
"_BarackObama_2_75",1
"_BarackObama_2_76",1
"_BarackObama_2_77",1
"_BarackObama_2_78",8
"_BarackObama_2_79",1
"_BarackObama_2_80",8
"_BarackObama_2_81",8
"_BarackObama_2_82",1
"_BarackObama_2_83",15
"_BarackObama_2_84",1
"_BarackObama_2_85",4
"_BarackObama_2_86",4
"_BarackObama_2_87",4
"_BarackObama_2_88",13
"_BarackObama_2_89",13
"_BarackObama_2_90",13
"_BarackObama_2_91",8
"_BarackObama_2_92",2
"_BarackObama_2_93",8
"_BarackObama_2_94",8
"_BarackObama_2_95",8
"_BarackObama_2_96",8
"_BarackObama_2_97",8
"_BarackObama_2_98",8
"_BarackObama_2_99",1
"_BarackObama_2_100",9
"_BarackObama_2_101",9
"_BarackObama_2_102",9
"_BarackObama_2_103",8
"_BarackObama_2_104",8
"_DonaldJTrump_1_2",8
"_DonaldJTrump_1_3",9
"_DonaldJTrump_1_4",8
"_DonaldJTrump_1_5",8
"_DonaldJTrump_1_6",8
"_DonaldJTrump_1_7",8
"_DonaldJTrump_1_8",15
"_DonaldJTrump_1_9",15
"_DonaldJTrump_1_10",4
"_DonaldJTrump_1_11",6
"_DonaldJTrump_1_12",4
"_DonaldJTrump_1_13",4
"_DonaldJTrump_1_14",4
"_DonaldJTrump_1_15",1
"_DonaldJTrump_1_16",8
"_DonaldJTrump_1_17",8
"_DonaldJTrump_1_18",8
"_DonaldJTrump_1_19",8
"_DonaldJTrump_1_20",9
"_DonaldJTrump_1_21",7
"_DonaldJTrump_1_22",7
"_DonaldJTrump_1_23",6
"_DonaldJTrump_1_24",1
"_DonaldJTrump_1_25",1
"_DonaldJTrump_1_26",4
"_DonaldJTrump_1_27",9
"_DonaldJTrump_1_28",4
"_DonaldJTrump_1_29",4
"_DonaldJTrump_1_30",4
"_DonaldJTrump_1_31",4
"_DonaldJTrump_1_32",4
"_DonaldJTrump_1_33",4
"_DonaldJTrump_1_34",4
"_DonaldJTrump_1_35",4
"_DonaldJTrump_1_36",4
"_DonaldJTrump_1_37",9
"_DonaldJTrump_1_38",1
"_DonaldJTrump_1_39",1
"_DonaldJTrump_1_40",4
"_DonaldJTrump_1_41",4
"_DonaldJTrump_1_42",4
"_DonaldJTrump_1_43",4
"_DonaldJTrump_1_44",4
"_DonaldJTrump_1_45",4
"_DonaldJTrump_1_46",4
"_DonaldJTrump_1_47",4
"_DonaldJTrump_1_48",4
"_DonaldJTrump_1_49",4
"_DonaldJTrump_1_50",8
"_DonaldJTrump_1_51",9
"_DonaldJTrump_1_52",9
"_DonaldJTrump_1_53",4
"_DonaldJTrump_1_54",4
"_DonaldJTrump_1_55",3
"_DonaldJTrump_1_56",3
"_DonaldJTrump_1_57",3
"_DonaldJTrump_1_58",3
"_DonaldJTrump_1_59",3
"_DonaldJTrump_1_60",3
"_DonaldJTrump_1_61",9
"_DonaldJTrump_1_62",9
"_DonaldJTrump_1_63",9
"_DonaldJTrump_1_64",9
"_DonaldJTrump_1_65",3
"_DonaldJTrump_1_66",9
"_DonaldJTrump_1_67",3
"_DonaldJTrump_1_68",9
"_DonaldJTrump_1_69",3
"_DonaldJTrump_1_70",9
"_DonaldJTrump_1_71",9
"_DonaldJTrump_1_72",9
"_DonaldJTrump_1_73",9
"_DonaldJTrump_1_74",3
"_DonaldJTrump_1_75",3
"_DonaldJTrump_1_76",1
"_DonaldJTrump_1_77",3
"_DonaldJTrump_1_78",3
"_DonaldJTrump_1_79",3
"_DonaldJTrump_1_80",4
"_DonaldJTrump_1_81",3
"_DonaldJTrump_1_82",8
"_DonaldJTrump_1_83",8
"_DonaldJTrump_1_84",3
"_DonaldJTrump_1_85",3
"_DonaldJTrump_1_86",3
"_DonaldJTrump_1_87",1
"_DonaldJTrump_1_88",9
"_DonaldJTrump_1_89",1
"_DonaldJTrump_1_90",1
"_DonaldJTrump_1_91",1
"_DonaldJTrump_1_92",4
"_DonaldJTrump_1_93",4
"_DonaldJTrump_1_94",4
"_DonaldJTrump_1_95",3
"_DonaldJTrump_1_96",9
"_DonaldJTrump_1_97",9
"_DonaldJTrump_1_98",3
"_DonaldJTrump_1_99",3
"_DonaldJTrump_1_100",3
"_DonaldJTrump_1_101",3
"_DonaldJTrump_1_102",9
"_DonaldJTrump_1_103",8
"_DonaldJTrump_1_104",8
"_DonaldJTrump_1_105",5
