"","V1"
"_WilliamMcKinley_2_96",11
"_WilliamMcKinley_2_97",1
"_WilliamMcKinley_2_98",6
"_WilliamMcKinley_2_99",6
"_WilliamMcKinley_2_100",6
"_WilliamMcKinley_2_101",3
"_WilliamMcKinley_2_102",3
"_TheodoreRoosevelt_1_2",6
"_TheodoreRoosevelt_1_3",6
"_TheodoreRoosevelt_1_4",6
"_TheodoreRoosevelt_1_5",3
"_TheodoreRoosevelt_1_6",3
"_TheodoreRoosevelt_1_7",3
"_TheodoreRoosevelt_1_8",3
"_TheodoreRoosevelt_1_9",3
"_TheodoreRoosevelt_1_10",3
"_TheodoreRoosevelt_1_11",2
"_TheodoreRoosevelt_1_12",14
"_TheodoreRoosevelt_1_13",14
"_TheodoreRoosevelt_1_14",14
"_TheodoreRoosevelt_1_15",14
"_TheodoreRoosevelt_1_16",3
"_TheodoreRoosevelt_1_17",14
"_TheodoreRoosevelt_1_18",14
"_TheodoreRoosevelt_1_19",14
"_TheodoreRoosevelt_1_20",13
"_TheodoreRoosevelt_1_21",14
"_TheodoreRoosevelt_1_22",14
"_TheodoreRoosevelt_1_23",14
"_TheodoreRoosevelt_1_24",14
"_TheodoreRoosevelt_1_25",8
"_TheodoreRoosevelt_1_26",8
"_TheodoreRoosevelt_1_27",8
"_TheodoreRoosevelt_1_28",11
"_TheodoreRoosevelt_1_29",4
"_TheodoreRoosevelt_1_30",13
"_TheodoreRoosevelt_1_31",2
"_TheodoreRoosevelt_1_32",8
"_TheodoreRoosevelt_1_33",8
"_TheodoreRoosevelt_1_34",8
"_TheodoreRoosevelt_1_35",6
"_TheodoreRoosevelt_1_36",6
"_TheodoreRoosevelt_1_37",4
"_TheodoreRoosevelt_1_38",4
"_WilliamHowardTaft_1_2",5
"_WilliamHowardTaft_1_3",5
"_WilliamHowardTaft_1_4",5
"_WilliamHowardTaft_1_5",10
"_WilliamHowardTaft_1_6",10
"_WilliamHowardTaft_1_7",10
"_WilliamHowardTaft_1_8",10
"_WilliamHowardTaft_1_9",10
"_WilliamHowardTaft_1_10",10
"_WilliamHowardTaft_1_11",10
"_WilliamHowardTaft_1_12",10
"_WilliamHowardTaft_1_13",12
"_WilliamHowardTaft_1_14",12
"_WilliamHowardTaft_1_15",12
"_WilliamHowardTaft_1_16",12
"_WilliamHowardTaft_1_17",12
"_WilliamHowardTaft_1_18",12
"_WilliamHowardTaft_1_19",12
"_WilliamHowardTaft_1_20",12
"_WilliamHowardTaft_1_21",12
"_WilliamHowardTaft_1_22",12
"_WilliamHowardTaft_1_23",12
"_WilliamHowardTaft_1_24",12
"_WilliamHowardTaft_1_25",12
"_WilliamHowardTaft_1_26",12
"_WilliamHowardTaft_1_27",12
"_WilliamHowardTaft_1_28",12
"_WilliamHowardTaft_1_29",12
"_WilliamHowardTaft_1_30",12
"_WilliamHowardTaft_1_31",12
"_WilliamHowardTaft_1_32",12
"_WilliamHowardTaft_1_33",12
"_WilliamHowardTaft_1_34",12
"_WilliamHowardTaft_1_35",12
"_WilliamHowardTaft_1_36",12
"_WilliamHowardTaft_1_37",12
"_WilliamHowardTaft_1_38",12
"_WilliamHowardTaft_1_39",11
"_WilliamHowardTaft_1_40",11
"_WilliamHowardTaft_1_41",11
"_WilliamHowardTaft_1_42",11
"_WilliamHowardTaft_1_43",11
"_WilliamHowardTaft_1_44",11
"_WilliamHowardTaft_1_45",11
"_WilliamHowardTaft_1_46",11
"_WilliamHowardTaft_1_47",11
"_WilliamHowardTaft_1_48",11
"_WilliamHowardTaft_1_49",11
"_WilliamHowardTaft_1_50",11
"_WilliamHowardTaft_1_51",14
"_WilliamHowardTaft_1_52",14
"_WilliamHowardTaft_1_53",14
"_WilliamHowardTaft_1_54",14
"_WilliamHowardTaft_1_55",14
"_WilliamHowardTaft_1_56",14
"_WilliamHowardTaft_1_57",15
"_WilliamHowardTaft_1_58",11
"_WilliamHowardTaft_1_59",11
"_WilliamHowardTaft_1_60",14
"_WilliamHowardTaft_1_61",13
"_WilliamHowardTaft_1_62",13
"_WilliamHowardTaft_1_63",14
"_WilliamHowardTaft_1_64",14
"_WilliamHowardTaft_1_65",14
"_WilliamHowardTaft_1_66",10
"_WilliamHowardTaft_1_67",7
"_WilliamHowardTaft_1_68",7
"_WilliamHowardTaft_1_69",7
"_WilliamHowardTaft_1_70",7
"_WilliamHowardTaft_1_71",12
"_WilliamHowardTaft_1_72",12
"_WilliamHowardTaft_1_73",12
"_WilliamHowardTaft_1_74",12
"_WilliamHowardTaft_1_75",12
"_WilliamHowardTaft_1_76",12
"_WilliamHowardTaft_1_77",12
"_WilliamHowardTaft_1_78",12
"_WilliamHowardTaft_1_79",12
"_WilliamHowardTaft_1_80",12
"_WilliamHowardTaft_1_81",12
"_WilliamHowardTaft_1_82",12
"_WilliamHowardTaft_1_83",11
"_WilliamHowardTaft_1_84",11
"_WilliamHowardTaft_1_85",11
"_WilliamHowardTaft_1_86",11
"_WilliamHowardTaft_1_87",11
"_WilliamHowardTaft_1_88",11
"_WilliamHowardTaft_1_89",11
"_WilliamHowardTaft_1_90",11
"_WilliamHowardTaft_1_91",11
"_WilliamHowardTaft_1_92",11
"_WilliamHowardTaft_1_93",11
"_WilliamHowardTaft_1_94",11
"_WilliamHowardTaft_1_95",11
"_WilliamHowardTaft_1_96",11
"_WilliamHowardTaft_1_97",11
"_WilliamHowardTaft_1_98",4
"_WilliamHowardTaft_1_99",4
"_WilliamHowardTaft_1_100",4
"_WilliamHowardTaft_1_101",4
"_WilliamHowardTaft_1_102",12
"_WilliamHowardTaft_1_103",11
"_WilliamHowardTaft_1_104",12
"_WilliamHowardTaft_1_105",11
"_WilliamHowardTaft_1_106",11
"_WilliamHowardTaft_1_107",10
"_WilliamHowardTaft_1_108",10
"_WilliamHowardTaft_1_109",7
"_WilliamHowardTaft_1_110",2
"_WilliamHowardTaft_1_111",15
"_WilliamHowardTaft_1_112",10
"_WilliamHowardTaft_1_113",10
"_WilliamHowardTaft_1_114",10
"_WilliamHowardTaft_1_115",10
"_WilliamHowardTaft_1_116",10
"_WilliamHowardTaft_1_117",10
"_WilliamHowardTaft_1_118",10
"_WilliamHowardTaft_1_119",10
"_WilliamHowardTaft_1_120",10
"_WilliamHowardTaft_1_121",10
"_WilliamHowardTaft_1_122",10
"_WilliamHowardTaft_1_123",10
"_WilliamHowardTaft_1_124",14
"_WilliamHowardTaft_1_125",10
"_WilliamHowardTaft_1_126",10
"_WilliamHowardTaft_1_127",10
"_WilliamHowardTaft_1_128",2
"_WilliamHowardTaft_1_129",10
"_WilliamHowardTaft_1_130",10
"_WilliamHowardTaft_1_131",10
"_WilliamHowardTaft_1_132",11
"_WilliamHowardTaft_1_133",8
"_WilliamHowardTaft_1_134",4
"_WilliamHowardTaft_1_135",3
"_WilliamHowardTaft_1_136",5
"_WilliamHowardTaft_1_137",3
"_WilliamHowardTaft_1_138",5
"_WilliamHowardTaft_1_139",3
"_WilliamHowardTaft_1_140",3
"_WilliamHowardTaft_1_141",3
"_WilliamHowardTaft_1_142",3
"_WilliamHowardTaft_1_143",3
"_WilliamHowardTaft_1_144",3
"_WilliamHowardTaft_1_145",10
"_WilliamHowardTaft_1_146",10
"_WilliamHowardTaft_1_147",10
"_WilliamHowardTaft_1_148",10
"_WilliamHowardTaft_1_149",10
"_WilliamHowardTaft_1_150",10
"_WilliamHowardTaft_1_151",10
"_WilliamHowardTaft_1_152",10
"_WilliamHowardTaft_1_153",10
"_WilliamHowardTaft_1_154",10
"_WilliamHowardTaft_1_155",10
"_WilliamHowardTaft_1_156",10
"_WilliamHowardTaft_1_157",10
"_WilliamHowardTaft_1_158",10
"_WilliamHowardTaft_1_159",10
"_WilliamHowardTaft_1_160",10
"_WilliamHowardTaft_1_161",10
"_WilliamHowardTaft_1_162",10
"_WilliamHowardTaft_1_163",10
"_WilliamHowardTaft_1_164",10
"_WilliamHowardTaft_1_165",10
"_WilliamHowardTaft_1_166",5
"_WoodrowWilson_1_2",8
"_WoodrowWilson_1_3",8
"_WoodrowWilson_1_4",8
"_WoodrowWilson_1_5",5
"_WoodrowWilson_1_6",9
"_WoodrowWilson_1_7",4
"_WoodrowWilson_1_8",10
"_WoodrowWilson_1_9",5
"_WoodrowWilson_1_10",15
"_WoodrowWilson_1_11",15
"_WoodrowWilson_1_12",3
"_WoodrowWilson_1_13",3
"_WoodrowWilson_1_14",3
"_WoodrowWilson_1_15",3
"_WoodrowWilson_1_16",3
"_WoodrowWilson_1_17",4
"_WoodrowWilson_1_18",4
"_WoodrowWilson_1_19",1
"_WoodrowWilson_1_20",1
"_WoodrowWilson_1_21",1
"_WoodrowWilson_1_22",1
"_WoodrowWilson_1_23",13
"_WoodrowWilson_1_24",4
"_WoodrowWilson_1_25",4
"_WoodrowWilson_1_26",4
"_WoodrowWilson_1_27",4
"_WoodrowWilson_1_28",4
"_WoodrowWilson_1_29",4
"_WoodrowWilson_1_30",15
"_WoodrowWilson_1_31",1
"_WoodrowWilson_1_32",15
"_WoodrowWilson_1_33",15
"_WoodrowWilson_1_34",15
"_WoodrowWilson_1_35",4
"_WoodrowWilson_1_36",1
"_WoodrowWilson_1_37",1
"_WoodrowWilson_1_38",1
"_WoodrowWilson_1_39",8
"_WoodrowWilson_1_40",4
"_WoodrowWilson_1_41",1
"_WoodrowWilson_1_42",12
"_WoodrowWilson_1_43",12
"_WoodrowWilson_1_44",12
"_WoodrowWilson_1_45",12
"_WoodrowWilson_1_46",12
"_WoodrowWilson_1_47",12
"_WoodrowWilson_1_48",4
"_WoodrowWilson_1_49",4
"_WoodrowWilson_1_50",1
"_WoodrowWilson_1_51",5
"_WoodrowWilson_1_52",15
"_WoodrowWilson_1_53",4
"_WoodrowWilson_1_54",4
"_WoodrowWilson_1_55",10
"_WoodrowWilson_1_56",10
"_WoodrowWilson_1_57",13
"_WoodrowWilson_1_58",1
"_WoodrowWilson_1_59",15
"_WoodrowWilson_1_60",15
"_WoodrowWilson_1_61",15
"_WoodrowWilson_1_62",8
"_WoodrowWilson_1_63",1
"_WoodrowWilson_1_64",3
"_WoodrowWilson_1_65",1
"_WoodrowWilson_1_66",1
"_WoodrowWilson_1_67",1
"_WoodrowWilson_1_68",3
"_WoodrowWilson_1_69",3
"_WoodrowWilson_1_70",8
"_WoodrowWilson_1_71",8
"_WoodrowWilson_1_72",1
"_WoodrowWilson_1_73",1
"_WoodrowWilson_1_74",5
"_WoodrowWilson_1_75",5
"_WoodrowWilson_1_76",1
"_WoodrowWilson_1_77",1
"_WoodrowWilson_2_2",6
"_WoodrowWilson_2_3",6
"_WoodrowWilson_2_4",4
"_WoodrowWilson_2_5",2
"_WoodrowWilson_2_6",8
"_WoodrowWilson_2_7",3
"_WoodrowWilson_2_8",2
"_WoodrowWilson_2_9",2
"_WoodrowWilson_2_10",2
"_WoodrowWilson_2_11",6
"_WoodrowWilson_2_12",2
"_WoodrowWilson_2_13",6
"_WoodrowWilson_2_14",1
"_WoodrowWilson_2_15",9
"_WoodrowWilson_2_16",11
"_WoodrowWilson_2_17",10
"_WoodrowWilson_2_18",10
"_WoodrowWilson_2_19",9
"_WoodrowWilson_2_20",11
"_WoodrowWilson_2_21",5
"_WoodrowWilson_2_22",11
"_WoodrowWilson_2_23",13
"_WoodrowWilson_2_24",13
"_WoodrowWilson_2_25",13
"_WoodrowWilson_2_26",14
"_WoodrowWilson_2_27",15
"_WoodrowWilson_2_28",5
"_WoodrowWilson_2_29",3
"_WoodrowWilson_2_30",1
"_WoodrowWilson_2_31",14
"_WoodrowWilson_2_32",6
"_WoodrowWilson_2_33",3
"_WoodrowWilson_2_34",3
"_WoodrowWilson_2_35",3
"_WoodrowWilson_2_36",9
"_WoodrowWilson_2_37",9
"_WoodrowWilson_2_38",9
"_WoodrowWilson_2_39",6
"_WoodrowWilson_2_40",6
"_WoodrowWilson_2_41",6
"_WoodrowWilson_2_42",13
"_WoodrowWilson_2_43",13
"_WoodrowWilson_2_44",13
"_WoodrowWilson_2_45",13
"_WoodrowWilson_2_46",7
"_WoodrowWilson_2_47",7
"_WoodrowWilson_2_48",13
"_WoodrowWilson_2_49",5
"_WoodrowWilson_2_50",5
"_WoodrowWilson_2_51",5
"_WoodrowWilson_2_52",6
"_WoodrowWilson_2_53",6
"_WoodrowWilson_2_54",8
"_WoodrowWilson_2_55",9
"_WoodrowWilson_2_56",8
"_WoodrowWilson_2_57",5
"_WoodrowWilson_2_58",1
"_WoodrowWilson_2_59",8
"_WoodrowWilson_2_60",6
"_WoodrowWilson_2_61",5
"_WoodrowWilson_2_62",5
"_WoodrowWilson_2_63",5
"_WoodrowWilson_2_64",9
"_WoodrowWilson_2_65",1
"_WoodrowWilson_2_66",1
"_WarrenGHarding_1_2",6
"_WarrenGHarding_1_3",6
"_WarrenGHarding_1_4",5
"_WarrenGHarding_1_5",5
"_WarrenGHarding_1_6",5
"_WarrenGHarding_1_7",1
"_WarrenGHarding_1_8",1
"_WarrenGHarding_1_9",1
"_WarrenGHarding_1_10",6
"_WarrenGHarding_1_11",6
"_WarrenGHarding_1_12",6
"_WarrenGHarding_1_13",5
"_WarrenGHarding_1_14",6
"_WarrenGHarding_1_15",7
"_WarrenGHarding_1_16",3
"_WarrenGHarding_1_17",9
"_WarrenGHarding_1_18",9
"_WarrenGHarding_1_19",11
"_WarrenGHarding_1_20",14
"_WarrenGHarding_1_21",9
"_WarrenGHarding_1_22",9
"_WarrenGHarding_1_23",15
"_WarrenGHarding_1_24",3
"_WarrenGHarding_1_25",3
"_WarrenGHarding_1_26",3
"_WarrenGHarding_1_27",3
"_WarrenGHarding_1_28",14
"_WarrenGHarding_1_29",10
"_WarrenGHarding_1_30",14
"_WarrenGHarding_1_31",14
"_WarrenGHarding_1_32",14
"_WarrenGHarding_1_33",14
"_WarrenGHarding_1_34",3
"_WarrenGHarding_1_35",1
"_WarrenGHarding_1_36",9
"_WarrenGHarding_1_37",9
"_WarrenGHarding_1_38",9
"_WarrenGHarding_1_39",11
"_WarrenGHarding_1_40",5
"_WarrenGHarding_1_41",9
"_WarrenGHarding_1_42",10
"_WarrenGHarding_1_43",10
"_WarrenGHarding_1_44",10
"_WarrenGHarding_1_45",10
"_WarrenGHarding_1_46",3
"_WarrenGHarding_1_47",14
"_WarrenGHarding_1_48",14
"_WarrenGHarding_1_49",3
"_WarrenGHarding_1_50",3
"_WarrenGHarding_1_51",11
"_WarrenGHarding_1_52",11
"_WarrenGHarding_1_53",11
"_WarrenGHarding_1_54",4
"_WarrenGHarding_1_55",12
"_WarrenGHarding_1_56",3
"_WarrenGHarding_1_57",3
"_WarrenGHarding_1_58",3
"_WarrenGHarding_1_59",3
"_WarrenGHarding_1_60",3
"_WarrenGHarding_1_61",12
"_WarrenGHarding_1_62",3
"_WarrenGHarding_1_63",3
"_WarrenGHarding_1_64",3
"_WarrenGHarding_1_65",6
"_WarrenGHarding_1_66",2
"_WarrenGHarding_1_67",9
"_WarrenGHarding_1_68",11
"_WarrenGHarding_1_69",15
"_WarrenGHarding_1_70",5
"_WarrenGHarding_1_71",15
"_WarrenGHarding_1_72",11
"_WarrenGHarding_1_73",9
"_WarrenGHarding_1_74",9
"_WarrenGHarding_1_75",9
"_WarrenGHarding_1_76",2
"_WarrenGHarding_1_77",4
"_WarrenGHarding_1_78",4
"_WarrenGHarding_1_79",4
"_WarrenGHarding_1_80",3
"_WarrenGHarding_1_81",3
"_WarrenGHarding_1_82",12
"_WarrenGHarding_1_83",12
"_WarrenGHarding_1_84",12
"_WarrenGHarding_1_85",12
"_WarrenGHarding_1_86",12
"_WarrenGHarding_1_87",12
"_WarrenGHarding_1_88",12
"_WarrenGHarding_1_89",12
"_WarrenGHarding_1_90",12
"_WarrenGHarding_1_91",12
"_WarrenGHarding_1_92",3
"_WarrenGHarding_1_93",3
"_WarrenGHarding_1_94",3
"_WarrenGHarding_1_95",3
"_WarrenGHarding_1_96",3
"_WarrenGHarding_1_97",3
"_WarrenGHarding_1_98",4
"_WarrenGHarding_1_99",6
"_WarrenGHarding_1_100",3
"_WarrenGHarding_1_101",3
"_WarrenGHarding_1_102",3
"_WarrenGHarding_1_103",3
"_WarrenGHarding_1_104",3
"_WarrenGHarding_1_105",3
"_WarrenGHarding_1_106",4
"_WarrenGHarding_1_107",6
"_WarrenGHarding_1_108",9
"_WarrenGHarding_1_109",12
"_WarrenGHarding_1_110",12
"_WarrenGHarding_1_111",12
"_WarrenGHarding_1_112",12
"_WarrenGHarding_1_113",6
"_WarrenGHarding_1_114",5
"_WarrenGHarding_1_115",7
"_WarrenGHarding_1_116",10
"_WarrenGHarding_1_117",15
"_WarrenGHarding_1_118",1
"_WarrenGHarding_1_119",1
"_WarrenGHarding_1_120",1
"_WarrenGHarding_1_121",13
"_WarrenGHarding_1_122",6
"_WarrenGHarding_1_123",3
"_WarrenGHarding_1_124",6
"_WarrenGHarding_1_125",9
"_WarrenGHarding_1_126",9
"_WarrenGHarding_1_127",3
"_WarrenGHarding_1_128",3
"_WarrenGHarding_1_129",3
"_WarrenGHarding_1_130",3
"_WarrenGHarding_1_131",4
"_WarrenGHarding_1_132",4
"_WarrenGHarding_1_133",4
"_WarrenGHarding_1_134",4
"_WarrenGHarding_1_135",4
"_WarrenGHarding_1_136",4
"_WarrenGHarding_1_137",4
"_WarrenGHarding_1_138",4
"_WarrenGHarding_1_139",4
"_WarrenGHarding_1_140",14
"_WarrenGHarding_1_141",14
"_WarrenGHarding_1_142",14
"_WarrenGHarding_1_143",1
"_WarrenGHarding_1_144",2
"_WarrenGHarding_1_145",4
"_WarrenGHarding_1_146",4
"_WarrenGHarding_1_147",4
"_WarrenGHarding_1_148",9
"_WarrenGHarding_1_149",11
"_WarrenGHarding_1_150",11
"_WarrenGHarding_1_151",8
"_WarrenGHarding_1_152",3
"_WarrenGHarding_1_153",5
"_WarrenGHarding_1_154",5
"_WarrenGHarding_1_155",5
"_WarrenGHarding_1_156",9
"_WarrenGHarding_1_157",9
"_WarrenGHarding_1_158",9
"_WarrenGHarding_1_159",9
"_WarrenGHarding_1_160",8
"_WarrenGHarding_1_161",8
"_WarrenGHarding_1_162",8
"_WarrenGHarding_1_163",8
"_CalvinCoolidge_1_2",2
"_CalvinCoolidge_1_3",2
"_CalvinCoolidge_1_4",12
"_CalvinCoolidge_1_5",14
"_CalvinCoolidge_1_6",9
"_CalvinCoolidge_1_7",9
"_CalvinCoolidge_1_8",2
"_CalvinCoolidge_1_9",15
"_CalvinCoolidge_1_10",3
"_CalvinCoolidge_1_11",13
"_CalvinCoolidge_1_12",3
"_CalvinCoolidge_1_13",3
"_CalvinCoolidge_1_14",3
"_CalvinCoolidge_1_15",8
"_CalvinCoolidge_1_16",14
"_CalvinCoolidge_1_17",14
"_CalvinCoolidge_1_18",7
"_CalvinCoolidge_1_19",14
"_CalvinCoolidge_1_20",11
"_CalvinCoolidge_1_21",11
"_CalvinCoolidge_1_22",11
"_CalvinCoolidge_1_23",6
"_CalvinCoolidge_1_24",11
"_CalvinCoolidge_1_25",5
"_CalvinCoolidge_1_26",5
"_CalvinCoolidge_1_27",5
"_CalvinCoolidge_1_28",5
"_CalvinCoolidge_1_29",13
"_CalvinCoolidge_1_30",3
"_CalvinCoolidge_1_31",13
"_CalvinCoolidge_1_32",3
"_CalvinCoolidge_1_33",2
"_CalvinCoolidge_1_34",2
"_CalvinCoolidge_1_35",1
"_CalvinCoolidge_1_36",1
"_CalvinCoolidge_1_37",1
"_CalvinCoolidge_1_38",11
"_CalvinCoolidge_1_39",11
"_CalvinCoolidge_1_40",14
"_CalvinCoolidge_1_41",14
"_CalvinCoolidge_1_42",14
"_CalvinCoolidge_1_43",14
"_CalvinCoolidge_1_44",14
"_CalvinCoolidge_1_45",11
"_CalvinCoolidge_1_46",14
"_CalvinCoolidge_1_47",11
"_CalvinCoolidge_1_48",9
"_CalvinCoolidge_1_49",9
"_CalvinCoolidge_1_50",9
"_CalvinCoolidge_1_51",3
"_CalvinCoolidge_1_52",2
"_CalvinCoolidge_1_53",2
"_CalvinCoolidge_1_54",2
"_CalvinCoolidge_1_55",2
"_CalvinCoolidge_1_56",14
"_CalvinCoolidge_1_57",14
"_CalvinCoolidge_1_58",14
"_CalvinCoolidge_1_59",14
"_CalvinCoolidge_1_60",2
"_CalvinCoolidge_1_61",14
"_CalvinCoolidge_1_62",2
"_CalvinCoolidge_1_63",13
"_CalvinCoolidge_1_64",12
"_CalvinCoolidge_1_65",12
"_CalvinCoolidge_1_66",12
"_CalvinCoolidge_1_67",1
"_CalvinCoolidge_1_68",1
"_CalvinCoolidge_1_69",14
"_CalvinCoolidge_1_70",14
"_CalvinCoolidge_1_71",14
"_CalvinCoolidge_1_72",11
"_CalvinCoolidge_1_73",15
"_CalvinCoolidge_1_74",3
"_CalvinCoolidge_1_75",3
"_CalvinCoolidge_1_76",15
"_CalvinCoolidge_1_77",15
"_CalvinCoolidge_1_78",14
"_CalvinCoolidge_1_79",1
"_CalvinCoolidge_1_80",1
"_CalvinCoolidge_1_81",1
"_CalvinCoolidge_1_82",14
"_CalvinCoolidge_1_83",14
"_CalvinCoolidge_1_84",14
"_CalvinCoolidge_1_85",14
"_CalvinCoolidge_1_86",3
"_CalvinCoolidge_1_87",14
"_CalvinCoolidge_1_88",14
"_CalvinCoolidge_1_89",14
"_CalvinCoolidge_1_90",11
"_CalvinCoolidge_1_91",15
"_CalvinCoolidge_1_92",4
"_CalvinCoolidge_1_93",2
"_CalvinCoolidge_1_94",11
"_CalvinCoolidge_1_95",10
"_CalvinCoolidge_1_96",9
"_CalvinCoolidge_1_97",4
"_CalvinCoolidge_1_98",4
"_CalvinCoolidge_1_99",7
"_CalvinCoolidge_1_100",10
"_CalvinCoolidge_1_101",10
"_CalvinCoolidge_1_102",10
"_CalvinCoolidge_1_103",10
"_CalvinCoolidge_1_104",10
"_CalvinCoolidge_1_105",10
"_CalvinCoolidge_1_106",10
"_CalvinCoolidge_1_107",10
"_CalvinCoolidge_1_108",6
"_CalvinCoolidge_1_109",12
"_CalvinCoolidge_1_110",12
"_CalvinCoolidge_1_111",12
"_CalvinCoolidge_1_112",12
"_CalvinCoolidge_1_113",10
"_CalvinCoolidge_1_114",11
"_CalvinCoolidge_1_115",12
"_CalvinCoolidge_1_116",12
"_CalvinCoolidge_1_117",12
"_CalvinCoolidge_1_118",12
"_CalvinCoolidge_1_119",12
"_CalvinCoolidge_1_120",12
"_CalvinCoolidge_1_121",12
"_CalvinCoolidge_1_122",12
"_CalvinCoolidge_1_123",12
"_CalvinCoolidge_1_124",12
"_CalvinCoolidge_1_125",12
"_CalvinCoolidge_1_126",2
"_CalvinCoolidge_1_127",12
"_CalvinCoolidge_1_128",12
"_CalvinCoolidge_1_129",12
"_CalvinCoolidge_1_130",12
"_CalvinCoolidge_1_131",12
"_CalvinCoolidge_1_132",12
"_CalvinCoolidge_1_133",13
"_CalvinCoolidge_1_134",11
"_CalvinCoolidge_1_135",2
"_CalvinCoolidge_1_136",12
"_CalvinCoolidge_1_137",12
"_CalvinCoolidge_1_138",12
"_CalvinCoolidge_1_139",12
"_CalvinCoolidge_1_140",12
"_CalvinCoolidge_1_141",12
"_CalvinCoolidge_1_142",12
"_CalvinCoolidge_1_143",12
"_CalvinCoolidge_1_144",12
"_CalvinCoolidge_1_145",3
"_CalvinCoolidge_1_146",13
"_CalvinCoolidge_1_147",13
"_CalvinCoolidge_1_148",13
"_CalvinCoolidge_1_149",13
"_CalvinCoolidge_1_150",10
"_CalvinCoolidge_1_151",15
"_CalvinCoolidge_1_152",7
"_CalvinCoolidge_1_153",13
"_CalvinCoolidge_1_154",13
"_CalvinCoolidge_1_155",13
"_CalvinCoolidge_1_156",5
"_CalvinCoolidge_1_157",5
"_CalvinCoolidge_1_158",6
"_CalvinCoolidge_1_159",12
"_CalvinCoolidge_1_160",12
"_CalvinCoolidge_1_161",12
"_CalvinCoolidge_1_162",12
"_CalvinCoolidge_1_163",12
"_CalvinCoolidge_1_164",11
"_CalvinCoolidge_1_165",8
"_CalvinCoolidge_1_166",7
"_CalvinCoolidge_1_167",7
"_CalvinCoolidge_1_168",10
"_CalvinCoolidge_1_169",10
"_CalvinCoolidge_1_170",7
"_CalvinCoolidge_1_171",10
"_CalvinCoolidge_1_172",10
"_CalvinCoolidge_1_173",3
"_CalvinCoolidge_1_174",6
"_CalvinCoolidge_1_175",6
"_CalvinCoolidge_1_176",6
"_CalvinCoolidge_1_177",10
"_CalvinCoolidge_1_178",5
"_CalvinCoolidge_1_179",9
"_CalvinCoolidge_1_180",9
"_CalvinCoolidge_1_181",14
"_CalvinCoolidge_1_182",6
"_CalvinCoolidge_1_183",2
"_CalvinCoolidge_1_184",1
"_CalvinCoolidge_1_185",6
"_CalvinCoolidge_1_186",6
"_CalvinCoolidge_1_187",6
"_CalvinCoolidge_1_188",1
"_CalvinCoolidge_1_189",5
"_CalvinCoolidge_1_190",12
"_CalvinCoolidge_1_191",2
"_CalvinCoolidge_1_192",2
"_CalvinCoolidge_1_193",2
"_CalvinCoolidge_1_194",14
"_CalvinCoolidge_1_195",1
"_CalvinCoolidge_1_196",14
"_CalvinCoolidge_1_197",1
"_CalvinCoolidge_1_198",1
"_CalvinCoolidge_1_199",1
"_HerbertHoover_1_2",5
"_HerbertHoover_1_3",5
"_HerbertHoover_1_4",4
"_HerbertHoover_1_5",4
"_HerbertHoover_1_6",4
"_HerbertHoover_1_7",11
"_HerbertHoover_1_8",9
"_HerbertHoover_1_9",9
"_HerbertHoover_1_10",4
"_HerbertHoover_1_11",4
"_HerbertHoover_1_12",2
"_HerbertHoover_1_13",14
"_HerbertHoover_1_14",9
"_HerbertHoover_1_15",13
"_HerbertHoover_1_16",7
"_HerbertHoover_1_17",1
"_HerbertHoover_1_18",1
"_HerbertHoover_1_19",1
"_HerbertHoover_1_20",2
"_HerbertHoover_1_21",11
"_HerbertHoover_1_22",10
"_HerbertHoover_1_23",10
"_HerbertHoover_1_24",10
"_HerbertHoover_1_25",10
"_HerbertHoover_1_26",10
"_HerbertHoover_1_27",10
"_HerbertHoover_1_28",10
"_HerbertHoover_1_29",7
"_HerbertHoover_1_30",7
"_HerbertHoover_1_31",5
"_HerbertHoover_1_32",4
"_HerbertHoover_1_33",4
"_HerbertHoover_1_34",4
"_HerbertHoover_1_35",6
"_HerbertHoover_1_36",6
"_HerbertHoover_1_37",10
"_HerbertHoover_1_38",10
"_HerbertHoover_1_39",10
"_HerbertHoover_1_40",10
"_HerbertHoover_1_41",10
"_HerbertHoover_1_42",10
"_HerbertHoover_1_43",10
"_HerbertHoover_1_44",10
"_HerbertHoover_1_45",10
"_HerbertHoover_1_46",5
"_HerbertHoover_1_47",5
"_HerbertHoover_1_48",10
"_HerbertHoover_1_49",10
"_HerbertHoover_1_50",10
"_HerbertHoover_1_51",10
"_HerbertHoover_1_52",10
"_HerbertHoover_1_53",13
"_HerbertHoover_1_54",10
"_HerbertHoover_1_55",10
"_HerbertHoover_1_56",4
"_HerbertHoover_1_57",12
"_HerbertHoover_1_58",10
"_HerbertHoover_1_59",10
"_HerbertHoover_1_60",10
"_HerbertHoover_1_61",10
"_HerbertHoover_1_62",12
"_HerbertHoover_1_63",12
"_HerbertHoover_1_64",12
"_HerbertHoover_1_65",12
"_HerbertHoover_1_66",12
"_HerbertHoover_1_67",7
"_HerbertHoover_1_68",7
"_HerbertHoover_1_69",5
"_HerbertHoover_1_70",14
"_HerbertHoover_1_71",14
"_HerbertHoover_1_72",14
"_HerbertHoover_1_73",14
"_HerbertHoover_1_74",11
"_HerbertHoover_1_75",12
"_HerbertHoover_1_76",12
"_HerbertHoover_1_77",15
"_HerbertHoover_1_78",7
"_HerbertHoover_1_79",15
"_HerbertHoover_1_80",7
